ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
N/A,true,filter,filter.name,keyword,core,,filter/prefilter/0,Filter identifier following the naming convention
N/A,true,filter,filter.id,keyword,core,,fef71314-00c6-41f5-ab26-15e271e9f913,Unique identifier for the filter (UUID format)
N/A,true,filter,filter.enabled,boolean,core,,true,Whether the filter is active and should be applied
N/A,true,filter,filter.type,keyword,core,,pre-filter,Type of filter: 'pre-filter' (before processing) or 'post-filter' (after processing)
N/A,true,filter,filter.check,text,core,,"$host.os.platform == 'ubuntu'",Filter expression to evaluate against events
N/A,true,filter,filter.metadata.description,text,extended,,Default filter to allow all events,Description of the filter's purpose and functionality
N/A,true,filter,filter.metadata.author.name,keyword,extended,,Wazuh Inc.,Name of the filter author or organization
N/A,true,filter,filter.metadata.author.url,keyword,extended,,https://wazuh.com,URL reference for the author or organization
N/A,true,filter,filter.metadata.author.date,date,extended,,2022/11/08,Date when the filter was created
